Cod_Ibge;Localidade;Setor;Ano;Valor
3534757;Ouroeste;Serviços (exceto administração pública);2019;R$137.399.944
3534906;Pacaembu;Serviços (exceto administração pública);2019;R$181.583.822
3535002;Palestina;Serviços (exceto administração pública);2019;R$109.485.575
3535101;Palmares Paulista;Serviços (exceto administração pública);2019;R$58.122.396
3535200;Palmeira d'Oeste;Serviços (exceto administração pública);2019;R$88.195.886
3535309;Palmital;Serviços (exceto administração pública);2019;R$352.342.629
3535408;Panorama;Serviços (exceto administração pública);2019;R$144.104.825
3535507;Paraguaçu Paulista;Serviços (exceto administração pública);2019;R$758.693.875
3535606;Paraibuna;Serviços (exceto administração pública);2019;R$125.811.146
3535705;Paraíso;Serviços (exceto administração pública);2019;R$60.467.467
3535804;Paranapanema;Serviços (exceto administração pública);2019;R$354.994.392
3535903;Paranapuã;Serviços (exceto administração pública);2019;R$52.620.333
3536000;Parapuã;Serviços (exceto administração pública);2019;R$146.207.287
3536109;Pardinho;Serviços (exceto administração pública);2019;R$155.531.724
3536208;Pariquera-Açu;Serviços (exceto administração pública);2019;R$317.705.162
3536257;Parisi;Serviços (exceto administração pública);2019;R$22.221.104
3536307;Patrocínio Paulista;Serviços (exceto administração pública);2019;R$236.457.524
3536406;Paulicéia;Serviços (exceto administração pública);2019;R$72.983.196
3536505;Paulínia;Serviços (exceto administração pública);2019;R$12.836.072.550
3536570;Paulistânia;Serviços (exceto administração pública);2019;R$10.569.115
3536604;Paulo de Faria;Serviços (exceto administração pública);2019;R$66.432.858
3536703;Pederneiras;Serviços (exceto administração pública);2019;R$841.021.917
3536802;Pedra Bela;Serviços (exceto administração pública);2019;R$40.126.496
3536901;Pedranópolis;Serviços (exceto administração pública);2019;R$15.710.310
3537008;Pedregulho;Serviços (exceto administração pública);2019;R$232.055.456
3537107;Pedreira;Serviços (exceto administração pública);2019;R$607.068.260
3537156;Pedrinhas Paulista;Serviços (exceto administração pública);2019;R$73.724.928
3537206;Pedro de Toledo;Serviços (exceto administração pública);2019;R$61.889.296
3537305;Penápolis;Serviços (exceto administração pública);2019;R$903.325.034
3537404;Pereira Barreto;Serviços (exceto administração pública);2019;R$462.248.225
3537503;Pereiras;Serviços (exceto administração pública);2019;R$67.192.350
3537602;Peruíbe;Serviços (exceto administração pública);2019;R$920.274.530
3537701;Piacatu;Serviços (exceto administração pública);2019;R$40.467.547
3537800;Piedade;Serviços (exceto administração pública);2019;R$560.952.043
3537909;Pilar do Sul;Serviços (exceto administração pública);2019;R$423.331.761
3538006;Pindamonhangaba;Serviços (exceto administração pública);2019;R$3.332.857.031
3538105;Pindorama;Serviços (exceto administração pública);2019;R$162.582.506
3538204;Pinhalzinho;Serviços (exceto administração pública);2019;R$134.191.475
3538303;Piquerobi;Serviços (exceto administração pública);2019;R$20.317.515
3538501;Piquete;Serviços (exceto administração pública);2019;R$84.877.535
3538600;Piracaia;Serviços (exceto administração pública);2019;R$264.825.244
3538709;Piracicaba;Serviços (exceto administração pública);2019;R$12.114.738.673
3538808;Piraju;Serviços (exceto administração pública);2019;R$453.544.982
3538907;Pirajuí;Serviços (exceto administração pública);2019;R$244.850.152
3539004;Pirangi;Serviços (exceto administração pública);2019;R$135.994.571
3539103;Pirapora do Bom Jesus;Serviços (exceto administração pública);2019;R$217.335.582
3539202;Pirapozinho;Serviços (exceto administração pública);2019;R$329.777.822
3539301;Pirassununga;Serviços (exceto administração pública);2019;R$1.519.590.326
3539400;Piratininga;Serviços (exceto administração pública);2019;R$127.569.661
3539509;Pitangueiras;Serviços (exceto administração pública);2019;R$604.171.036
3539608;Planalto;Serviços (exceto administração pública);2019;R$41.324.732
3539707;Platina;Serviços (exceto administração pública);2019;R$21.255.804
3539806;Poá;Serviços (exceto administração pública);2019;R$1.506.884.723
3539905;Poloni;Serviços (exceto administração pública);2019;R$41.573.984
3540002;Pompéia;Serviços (exceto administração pública);2019;R$481.858.071
3540101;Pongaí;Serviços (exceto administração pública);2019;R$33.734.501
3540200;Pontal;Serviços (exceto administração pública);2019;R$403.280.687
3540259;Pontalinda;Serviços (exceto administração pública);2019;R$23.363.888
3540309;Pontes Gestal;Serviços (exceto administração pública);2019;R$26.570.668
3540408;Populina;Serviços (exceto administração pública);2019;R$32.204.697
3540507;Porangaba;Serviços (exceto administração pública);2019;R$65.676.890
3540606;Porto Feliz;Serviços (exceto administração pública);2019;R$1.273.568.631
3540705;Porto Ferreira;Serviços (exceto administração pública);2019;R$842.548.965
3540754;Potim;Serviços (exceto administração pública);2019;R$95.780.033
3540804;Potirendaba;Serviços (exceto administração pública);2019;R$194.898.032
3540853;Pracinha;Serviços (exceto administração pública);2019;R$8.829.176
3540903;Pradópolis;Serviços (exceto administração pública);2019;R$243.651.011
3541000;Praia Grande;Serviços (exceto administração pública);2019;R$4.744.522.831
3541059;Pratânia;Serviços (exceto administração pública);2019;R$35.473.856
3541109;Presidente Alves;Serviços (exceto administração pública);2019;R$26.248.929
3541208;Presidente Bernardes;Serviços (exceto administração pública);2019;R$188.842.406
3541307;Presidente Epitácio;Serviços (exceto administração pública);2019;R$484.661.392
3541406;Presidente Prudente;Serviços (exceto administração pública);2019;R$5.683.889.701
3541505;Presidente Venceslau;Serviços (exceto administração pública);2019;R$526.547.683
3541604;Promissão;Serviços (exceto administração pública);2019;R$537.771.886
3541653;Quadra;Serviços (exceto administração pública);2019;R$33.811.245
3541703;Quatá;Serviços (exceto administração pública);2019;R$206.514.908
3541802;Queiroz;Serviços (exceto administração pública);2019;R$224.096.979
3541901;Queluz;Serviços (exceto administração pública);2019;R$217.816.174
3542008;Quintana;Serviços (exceto administração pública);2019;R$61.003.713
3542107;Rafard;Serviços (exceto administração pública);2019;R$113.035.873
3542206;Rancharia;Serviços (exceto administração pública);2019;R$420.024.883
3542305;Redenção da Serra;Serviços (exceto administração pública);2019;R$22.662.850
3542404;Regente Feijó;Serviços (exceto administração pública);2019;R$421.198.104
3542503;Reginópolis;Serviços (exceto administração pública);2019;R$49.642.656
3542602;Registro;Serviços (exceto administração pública);2019;R$1.405.379.782
3542701;Restinga;Serviços (exceto administração pública);2019;R$50.150.702
3542800;Ribeira;Serviços (exceto administração pública);2019;R$16.441.454
3542909;Ribeirão Bonito;Serviços (exceto administração pública);2019;R$161.072.102
3543006;Ribeirão Branco;Serviços (exceto administração pública);2019;R$82.084.408
3543105;Ribeirão Corrente;Serviços (exceto administração pública);2019;R$40.446.538
3543204;Ribeirão do Sul;Serviços (exceto administração pública);2019;R$77.448.081
3543238;Ribeirão dos Índios;Serviços (exceto administração pública);2019;R$11.613.548
3543253;Ribeirão Grande;Serviços (exceto administração pública);2019;R$46.127.669
3543303;Ribeirão Pires;Serviços (exceto administração pública);2019;R$1.685.320.729
3543402;Ribeirão Preto;Serviços (exceto administração pública);2019;R$24.844.129.066
3543600;Rifaina;Serviços (exceto administração pública);2019;R$51.450.395
3543709;Rincão;Serviços (exceto administração pública);2019;R$84.531.850
3543808;Rinópolis;Serviços (exceto administração pública);2019;R$105.390.462
3543907;Rio Claro;Serviços (exceto administração pública);2019;R$4.547.026.439
3544004;Rio das Pedras;Serviços (exceto administração pública);2019;R$642.341.807
3544103;Rio Grande da Serra;Serviços (exceto administração pública);2019;R$384.963.808
3544202;Riolândia;Serviços (exceto administração pública);2019;R$69.114.914
3543501;Riversul;Serviços (exceto administração pública);2019;R$23.209.925
3544251;Rosana;Serviços (exceto administração pública);2019;R$207.382.846
3544301;Roseira;Serviços (exceto administração pública);2019;R$150.773.393
3544400;Rubiácea;Serviços (exceto administração pública);2019;R$16.308.295
3544509;Rubinéia;Serviços (exceto administração pública);2019;R$32.085.966
3544608;Sabino;Serviços (exceto administração pública);2019;R$42.849.726
3544707;Sagres;Serviços (exceto administração pública);2019;R$11.305.938
3544806;Sales;Serviços (exceto administração pública);2019;R$69.567.424
3544905;Sales Oliveira;Serviços (exceto administração pública);2019;R$1.133.331.380
3545001;Salesópolis;Serviços (exceto administração pública);2019;R$107.970.531
3545100;Salmourão;Serviços (exceto administração pública);2019;R$28.413.058
3545159;Saltinho;Serviços (exceto administração pública);2019;R$111.175.241
3545209;Salto;Serviços (exceto administração pública);2019;R$4.105.032.940
3545308;Salto de Pirapora;Serviços (exceto administração pública);2019;R$563.724.858
3545407;Salto Grande;Serviços (exceto administração pública);2019;R$83.150.658
3545506;Sandovalina;Serviços (exceto administração pública);2019;R$40.520.243
3545605;Santa Adélia;Serviços (exceto administração pública);2019;R$175.933.574
3545704;Santa Albertina;Serviços (exceto administração pública);2019;R$60.638.576
3545803;Santa Bárbara d'Oeste;Serviços (exceto administração pública);2019;R$2.925.106.862
3546009;Santa Branca;Serviços (exceto administração pública);2019;R$106.306.702
3546108;Santa Clara d'Oeste;Serviços (exceto administração pública);2019;R$30.659.878
3546207;Santa Cruz da Conceição;Serviços (exceto administração pública);2019;R$59.926.914
3546256;Santa Cruz da Esperança;Serviços (exceto administração pública);2019;R$14.976.320
3546306;Santa Cruz das Palmeiras;Serviços (exceto administração pública);2019;R$320.794.693
3546405;Santa Cruz do Rio Pardo;Serviços (exceto administração pública);2019;R$1.028.100.232
3546504;Santa Ernestina;Serviços (exceto administração pública);2019;R$43.641.906
3546603;Santa Fé do Sul;Serviços (exceto administração pública);2019;R$717.642.481
3546702;Santa Gertrudes;Serviços (exceto administração pública);2019;R$429.396.467
3546801;Santa Isabel;Serviços (exceto administração pública);2019;R$748.944.991
3546900;Santa Lúcia;Serviços (exceto administração pública);2019;R$42.659.787
3547007;Santa Maria da Serra;Serviços (exceto administração pública);2019;R$47.446.557
3547106;Santa Mercedes;Serviços (exceto administração pública);2019;R$18.464.597
3547502;Santa Rita do Passa Quatro;Serviços (exceto administração pública);2019;R$362.492.910
3547403;Santa Rita d'Oeste;Serviços (exceto administração pública);2019;R$24.987.144
3547601;Santa Rosa de Viterbo;Serviços (exceto administração pública);2019;R$278.574.708
3547650;Santa Salete;Serviços (exceto administração pública);2019;R$10.362.620
3547205;Santana da Ponte Pensa;Serviços (exceto administração pública);2019;R$10.016.829
3547304;Santana de Parnaíba;Serviços (exceto administração pública);2019;R$5.086.726.434
3547700;Santo Anastácio;Serviços (exceto administração pública);2019;R$235.909.952
3547809;Santo André;Serviços (exceto administração pública);2019;R$17.190.523.737
3547908;Santo Antônio da Alegria;Serviços (exceto administração pública);2019;R$52.346.921
3548005;Santo Antônio de Posse;Serviços (exceto administração pública);2019;R$564.655.355
3548054;Santo Antônio do Aracanguá;Serviços (exceto administração pública);2019;R$66.835.754
3548104;Santo Antônio do Jardim;Serviços (exceto administração pública);2019;R$75.517.018
3548203;Santo Antônio do Pinhal;Serviços (exceto administração pública);2019;R$66.411.234
3548302;Santo Expedito;Serviços (exceto administração pública);2019;R$15.287.525
